product_id,sku,product_name,description,category,subcategory,vendor_id,price,cost,currency,weight_kg,stock_quantity,reorder_level,rating,review_count,is_active,created_date,last_updated,tags,_source_file,_loaded_at
PRD-000180,SKU-37504,Compact Denim Jeans,Discover the ultimate compact denim jeans for your needs.,Clothing,Accessories,VND-005,698.86,413.5,USD,23.35,311,41,1.5,4034,1,15-Jun-2021,2021-09-15T00:00:00,"clothing,accessories,new-arrival,premium,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000181,SKU-95119,Smart Water Bottle,Discover the ultimate smart water bottle for your needs.,Sports & Outdoors,Fitness Equipment,VND-004,798.76,348.69,USD,-14.05,103,46,4.1,238,0,2021-06-05,2021-09-02T00:00:00,"sports-outdoors,fitness-equipment,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000182,SKU-94626,Compact Children's Book,Experience the best in books & media with our Compact Children's Book.,Books & Media,Entertainment,VND-006,144.39,47.14,USD,23.2,289,19,2.3,2297,0,08-Oct-2021,2021-10-23T00:00:00,"books-media,entertainment,trending,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000183,SKU-50407,Essential Air Fryer,High-quality essential air fryer perfect for everyday use.,Home & Kitchen,Appliances,VND-003,708.2,256.11,USD,11.35,154,31,1.1,3960,1,2022-02-05,2022-10-31T00:00:00,"home-kitchen,appliances,budget-friendly,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000184,SKU-27395,COMPACT AIR FRYER,Our COMPACT AIR FRYER combines style and functionality. - Special: 中文,Home & Kitchen,Bedding,VND-003,213.13,81.04,USD,23.32,44,28,2.2,2266,0,2020-04-04,2021-01-01T00:00:00,"home-kitchen,bedding,budget-friendly,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000185,SKU-25002,Classic Webcam HD,Discover the ultimate classic webcam hd for your needs.,Electronics,Laptops,VND-002,25.09,8.59,USD,3.62,125,13,1.5,705,True,29-Sep-2021,2022-05-05T00:00:00,"electronics,laptops,new-arrival,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000186,SKU-35971,Deluxe Sunscreen SPF50,Experience the best in beauty & personal care with our Deluxe Sunscreen SPF50.,Beauty & Personal Care,Makeup,VND-008,715.76,326.98,USD,23.0,350,31,4.6,2660,0,2024/04/18,2024-12-06T00:00:00,"beauty-personal-care,makeup,bestseller,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000187,SKU-32387,Compact Shampoo Formula,Discover the ultimate compact shampoo formula for your needs.,Beauty & Personal Care,Makeup,VND-008,289.42,126.27,USD,2.76,154,47,1.6,3531,False,31-Mar-2022,2022-11-08T00:00:00,"beauty-personal-care,makeup,budget-friendly,sale,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000188,SKU-85260,Advanced Tennis Racket,High-quality advanced tennis racket perfect for everyday use.,Sports & Outdoors,Fitness Equipment,VND-004,838.37,505.4,USD,7.77,350,19,4.3,3710,True,2024/04/28,2025-01-25T00:00:00,"sports-outdoors,fitness-equipment,trending,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000189,SKU-51497,Essential Nail Polish Set,High-quality essential nail polish set perfect for everyday use.,Beauty & Personal Care,Haircare,VND-008,306.73,198.23,USD,15.33,436,25,4.3,3536,1,26-Jan-2022,2023-01-20T00:00:00,"beauty-personal-care,haircare,trending,premium,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000190,SKU-37684,Essential Stuffed Animal,Experience the best in toys & games with our Essential Stuffed Animal.,Toys & Games,Outdoor Toys,VND-007,665.85,437.75,USD,24.94,36,48,3.6,3487,no,2020/10/21,2021-09-05T00:00:00,"toys-games,outdoor-toys,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000191,SKU-34352,Classic Dollhouse,Premium classic dollhouse designed for maximum performance.,Toys & Games,Outdoor Toys,VND-007,-430.51,,USD,,19,27,1.3,3808,1,12-14-2023,2024-09-03T00:00:00,"toys-games,outdoor-toys,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000192,SKU-96997,Smart Gaming Mouse,Premium smart gaming mouse designed for maximum performance.,Electronics,Headphones,VND-002,960.8,301.82,USD,,232,48,4.9,2490,true,18-Aug-2022,2023-06-02T00:00:00,"electronics,headphones,bestseller,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000193,SKU-48240,Professional Lipstick Collection,Discover the ultimate professional lipstick collection for your needs.,Beauty & Personal Care,Personal Hygiene,VND-008,810.8,327.97,USD,7.02,439,25,3.6,3972,true,2024-02-27,2024-05-29T00:00:00,"beauty-personal-care,personal-hygiene,budget-friendly,bestseller,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000194,SKU-30204,Essential Tablet Pro,Premium essential tablet pro designed for maximum performance.,Electronics,Cameras,VND-002,839.23,330.21,USD,4.27,27,34,2.2,3887,1,2024-03-27,2024-08-08T00:00:00,"electronics,cameras,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000195,SKU-68827,Premium Board Game Classic,Our Premium Board Game Classic combines style and functionality.,Toys & Games,Educational Toys,VND-007,388.17,230.47,USD,23.91,439,47,2.6,1596,false,07-07-2021,2022-03-30T00:00:00,"toys-games,educational-toys,premium,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000196,SKU-82085,Professional Knife Set,High-quality professional knife set perfect for everyday use.,Home & Kitchen,Bedding,VND-003,-833.36,,USD,,317,34,1.5,4637,true,01/05/2023,2023-08-03T00:00:00,"home-kitchen,bedding,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000197,SKU-19924,Essential Storage Container,High-quality essential storage container perfect for everyday use.,Home & Kitchen,Furniture,VND-003,642.38,358.57,USD,7.0,30,16,4.7,1178,true,07-22-2024,2025-04-24T00:00:00,"home-kitchen,furniture,new-arrival,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000198,SKU-14569,Deluxe Wireless Headphones,Discover the ultimate deluxe wireless headphones for your needs.,Electronics,Smartwatches,VND-002,82.18,52.4,USD,16.04,136,14,4.1,4424,yes,2021/11/06,2022-03-01T00:00:00,"electronics,smartwatches,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000199,SKU-57044,Professional Nail Polish Set,Experience the best in beauty & personal care with our Professional Nail Polish Set.,Beauty & Personal Care,Personal Hygiene,VND-008,340.1,168.21,USD,2.1,331,50,2.6,3587,0,2023-02-09,2023-05-17T00:00:00,"beauty-personal-care,personal-hygiene,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000200,SKU-60956,compact bike helmet,Discover the ultimate compact bike helmet for your needs.,Sports & Outdoors,Cycling,VND-004,72.35,42.99,USD,8.55,207,41,3.3,156,True,10-Jul-2024,2025-03-08T00:00:00,"sports-outdoors,cycling,bestseller,new-arrival,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000201,SKU-50283,Smart Bluetooth Speaker,Discover the ultimate smart bluetooth speaker for your needs.,Electronics,Smartwatches,VND-001,822.52,498.19,USD,12.48,411,47,2.3,1420,false,2021/11/21,2022-05-11T00:00:00,"electronics,smartwatches,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000202,SKU-58487,Premium Winter Jacket,Discover the ultimate premium winter jacket for your needs.,Clothing,Footwear,VND-005,557.86,321.85,USD,-15.35,249,23,2.7,1172,no,15/01/2020,2020-12-07T00:00:00,"clothing,footwear,eco-friendly,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000203,SKU-14931,professional action figure,Premium professional action figure designed for maximum performance.,Toys & Games,Action Figures,VND-007,600.3,207.15,USD,5.97,48,19,3.6,3886,false,01-Nov-2024,2025-07-13T00:00:00,"toys-games,action-figures,new-arrival",products.csv,2026-02-10T22:25:28.068809
PRD-000204,SKU-37471,Deluxe Wireless Headphones,Our Deluxe Wireless Headphones combines style and functionality.,Electronics,Smartwatches,VND-001,440.31,269.29,USD,13.48,263,30,4.0,1865,false,2021/04/26,2021-06-15T00:00:00,"electronics,smartwatches,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000205,SKU-19637,Ultra Puzzle Set,High-quality ultra puzzle set perfect for everyday use.,Toys & Games,Outdoor Toys,VND-007,476.27,230.24,USD,9.74,323,20,1.2,2814,no,06/07/2021,2021-10-26T00:00:00,"toys-games,outdoor-toys,eco-friendly,new-arrival",products.csv,2026-02-10T22:25:28.068809
PRD-000206,SKU-78389,DELUXE KITCHEN SCALE,High-quality deluxe kitchen scale perfect for everyday use.,Home & Kitchen,Cookware,VND-003,494.31,154.94,USD,10.76,222,43,1.2,3230,1,26/04/2023,2023-12-27T00:00:00,"home-kitchen,cookware,budget-friendly,bestseller,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000207,SKU-11628,Advanced Hair Dryer,Premium advanced hair dryer designed for maximum performance.,Beauty & Personal Care,Skincare,VND-008,696.22,383.43,US$,0.5,235,50,4.5,11,0,10-Mar-2024,2025-01-25T00:00:00,"beauty-personal-care,skincare,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000208,SKU-45361,Classic Cookbook,Discover the ultimate classic cookbook for your needs.,Books & Media,Educational,VND-006,701.06,367.57,USD,23.31,186,23,2.5,1133,False,2020/08/15,2021-02-02T00:00:00,"books-media,educational,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000209,SKU-86037,Classic Mechanical Keyboard,Premium classic mechanical keyboard designed for maximum performance.,Electronics,Smartwatches,VND-002,872.41,419.45,USD,17.04,176,33,3.7,537,1,23-Oct-2022,2023-01-27T00:00:00,"electronics,smartwatches,bestseller,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000210,SKU-20085,Deluxe Remote Control Car,High-quality deluxe remote control car perfect for everyday use.,Toys & Games,Educational Toys,VND-007,118.26,74.97,USD,15.72,277,43,1.3,2751,false,08-28-2022,2023-03-26T00:00:00,"toys-games,educational-toys,sale,premium,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000211,SKU-27295,Classic Body Lotion,Experience the best in beauty & personal care with our Classic Body Lotion.,Beauty & Personal Care,Fragrances,VND-008,899.29,327.79,USD,21.15,489,17,3.8,337,true,25-Nov-2020,2021-05-06T00:00:00,"beauty-personal-care,fragrances,new-arrival,trending,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000212,SKU-14546,Deluxe History Book,Experience the best in books & media with our Deluxe History Book. - Special: 日本語,Books & Media,Non-Fiction,VND-006,668.89,327.46,USD,,476,28,3.2,4699,1,2020/10/24,2021-09-30T00:00:00,"books-media,non-fiction,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000213,SKU-15253,Essential Sunscreen SPF50,High-quality essential sunscreen spf50 perfect for everyday use.,Beauty & Personal Care,Skincare,VND-008,148.02,102.18,USD,2.4,298,35,2.8,1592,False,05-19-2024,2025-01-25T00:00:00,"beauty-personal-care,skincare,eco-friendly,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000214,SKU-66051,Advanced Gaming Mouse,Premium advanced gaming mouse designed for maximum performance.,Electronics,Headphones,VND-001,375.92,125.72,USD,2.28,212,23,2.7,2484,0,14/08/2021,2022-04-14T00:00:00,"electronics,headphones,sale,bestseller,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000215,SKU-45825,Ultra Puzzle Set,Experience the best in toys & games with our Ultra Puzzle Set. - Special: café,Toys & Games,Board Games,VND-007,420.36,146.99,USD,13.89,427,28,1.6,3417,no,08-Oct-2022,2023-01-07T00:00:00,"toys-games,board-games,premium,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000216,SKU-74625,Smart Bike Helmet,Experience the best in sports & outdoors with our Smart Bike Helmet.,Sports & Outdoors,Fitness Equipment,VND-004,994.38,440.46,$,15.74,61,13,1.6,2233,true,10-Feb-2024,2024-08-12T00:00:00,"sports-outdoors,fitness-equipment,premium,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000217,SKU-20069,Professional Monitor Stand,Discover the ultimate professional monitor stand for your needs.,Electronics,Tablets,VND-001,518.72,233.01,USD,21.82,154,41,1.6,3375,1,11-30-2023,2024-05-22T00:00:00,"electronics,tablets,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000218,SKU-34696,Compact Tennis Racket,Our Compact Tennis Racket combines style and functionality.,Sports & Outdoors,Cycling,VND-004,797.15,482.62,USD,20.08,59,31,2.8,1410,1,2020/02/05,2021-02-02T00:00:00,"sports-outdoors,cycling,bestseller,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000219,SKU-28659,Professional USB Hub,Premium professional usb hub designed for maximum performance.,Electronics,Laptops,VND-002,691.16,415.95,USD,2.04,21,17,2.0,4929,True,08-Mar-2020,2020-06-21T00:00:00,"electronics,laptops,new-arrival,budget-friendly,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000220,SKU-46356,Compact Monitor Stand,Discover the ultimate compact monitor stand for your needs. - Special: 日本語,Electronics,Laptops,VND-001,949.29,608.04,USD,-2.57,111,40,1.4,3002,1,31/07/2021,2022-07-23T00:00:00,"electronics,laptops,new-arrival,trending,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000221,SKU-77403,Professional Knife Set,Premium professional knife set designed for maximum performance.,Home & Kitchen,Decor,VND-003,235.27,91.84,USD,19.08,20,36,2.2,2380,no,2022-10-08,2023-05-15T00:00:00,"home-kitchen,decor,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000222,SKU-11675,Deluxe Webcam HD,Experience the best in electronics with our Deluxe Webcam HD.,Electronics,Smartwatches,VND-002,998.73,392.65,USD,3.67,52,37,3.4,4088,False,2020-12-11,2021-05-02T00:00:00,"electronics,smartwatches,budget-friendly,eco-friendly,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000223,SKU-89058,Ultra Casual Sneakers,High-quality ultra casual sneakers perfect for everyday use.,Clothing,Kids' Wear,VND-005,950.63,400.31,USD,12.48,50,49,2.5,789,true,2024-08-27,2024-10-05T00:00:00,"clothing,kids'-wear,budget-friendly,eco-friendly,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000224,SKU-74258,COMPACT MAKEUP BRUSH SET,High-quality compact makeup brush set perfect for everyday use.,Beauty & Personal Care,Makeup,VND-008,509.74,333.31,USD,19.12,60,20,3.2,4026,1,2021/10/06,2022-05-14T00:00:00,"beauty-personal-care,makeup,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000225,SKU-74297,Deluxe Dollhouse,High-quality deluxe dollhouse perfect for everyday use.,Toys & Games,Board Games,VND-007,663.47,206.18,USD,9.85,315,50,1.5,2795,0,04-18-2024,2024-10-29T00:00:00,"toys-games,board-games,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000226,SKU-96670,Professional Cookbook,Our Professional Cookbook combines style and functionality. - Special: über,Books & Media,Entertainment,VND-006,251.78,132.98,USD,4.33,336,30,3.4,4690,yes,09-Mar-2023,2023-04-28T00:00:00,"books-media,entertainment,bestseller,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000227,SKU-97475,Essential Hiking Backpack,Experience the best in sports & outdoors with our Essential Hiking Backpack.,Sports & Outdoors,Water Sports,VND-004,346.13,116.96,USD,19.7,147,31,4.8,2239,0,31-Aug-2021,2021-10-04T00:00:00,"sports-outdoors,water-sports,budget-friendly,eco-friendly,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000228,SKU-95398,Compact Stuffed Animal,Discover the ultimate compact stuffed animal for your needs.,Toys & Games,Educational Toys,VND-007,825.49,336.12,USD,15.66,92,50,3.6,4364,no,09-Jul-2023,2024-05-18T00:00:00,"toys-games,educational-toys,eco-friendly,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000229,SKU-41506,Essential USB Hub,Experience the best in electronics with our Essential USB Hub.,Electronics,Tablets,VND-001,158.96,98.37,USD,1.7,421,29,1.5,3802,false,11-24-2020,2021-07-30T00:00:00,"electronics,tablets,trending,budget-friendly,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000230,SKU-43868,Premium Bike Helmet,High-quality premium bike helmet perfect for everyday use.,Sports & Outdoors,Team Sports,VND-004,791.76,272.98,USD,22.42,32,42,4.4,988,false,04-13-2022,2023-01-05T00:00:00,"sports-outdoors,team-sports,budget-friendly,eco-friendly,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000231,SKU-26027,Essential Running Shorts,Our Essential Running Shorts combines style and functionality.,Clothing,Men's Wear,VND-005,775.45,444.41,USD,2.76,209,27,1.5,1187,no,2023-04-22,2023-10-24T00:00:00,"clothing,men's-wear,premium,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000232,SKU-96798,Classic Leather Belt,Premium classic leather belt designed for maximum performance.,Clothing,Accessories,VND-005,800.94,335.57,USD,23.97,62,20,4.7,3595,false,2021/04/29,2022-03-18T00:00:00,"clothing,accessories,budget-friendly,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000233,SKU-74447,Essential Board Game Classic,High-quality essential board game classic perfect for everyday use.,Toys & Games,Educational Toys,VND-007,476.37,143.5,USD,12.71,416,22,1.7,2503,true,2021/10/31,2022-04-09T00:00:00,"toys-games,educational-toys,bestseller,budget-friendly,new-arrival",products.csv,2026-02-10T22:25:28.068809
PRD-000234,SKU-51864,Ultra Swimming Goggles,High-quality ultra swimming goggles perfect for everyday use.,Sports & Outdoors,Cycling,VND-004,456.97,315.15,USD,5.05,448,22,3.6,2144,False,05-Sep-2024,2025-08-30T00:00:00,"sports-outdoors,cycling,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000235,SKU-21673,Premium Dollhouse,Premium premium dollhouse designed for maximum performance.,Toys & Games,Puzzles,VND-007,958.44,669.07,USD,11.4,365,28,2.7,1551,false,10-31-2024,2025-06-02T00:00:00,"toys-games,puzzles,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000236,SKU-40865,DELUXE AIR FRYER,Our DELUXE AIR FRYER combines style and functionality.,Home & Kitchen,Furniture,VND-003,621.49,303.52,USD,3.42,351,32,3.2,4967,false,2022/02/24,2023-02-02T00:00:00,"home-kitchen,furniture,premium,budget-friendly,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000237,SKU-49650,Compact Wireless Headphones,Our Compact Wireless Headphones combines style and functionality.,Electronics,Cameras,VND-001,977.74,585.79,USD,12.64,67,37,1.2,2317,1,25-Dec-2023,2024-05-07T00:00:00,"electronics,cameras,budget-friendly,sale,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000238,SKU-74392,Deluxe Mystery Novel,Discover the ultimate deluxe mystery novel for your needs.,Books & Media,Non-Fiction,VND-006,766.03,267.7,USD,4.66,239,15,3.0,1668,true,2022-10-10,2023-03-04T00:00:00,"books-media,non-fiction,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000239,SKU-86765,Smart Smart Watch,Discover the ultimate smart smart watch for your needs.,,,VND-003,220.26,73.22,USD,19.23,13,40,1.4,3719,True,2023-10-25,2024-09-10T00:00:00,"eco-friendly,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000240,SKU-69388,smart smart watch,Our smart smart watch combines style and functionality.,Electronics,Smartphones,VND-001,331.66,102.22,USD,16.13,36,23,4.9,1334,False,2023/05/18,2023-12-02T00:00:00,"electronics,smartphones,sale,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000241,SKU-66670,Smart Coffee Maker,Premium smart coffee maker designed for maximum performance.,Home & Kitchen,Furniture,VND-003,738.52,249.01,USD,9.25,198,42,3.5,2799,yes,27-Feb-2023,2023-10-22T00:00:00,"home-kitchen,furniture,new-arrival,premium,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000242,SKU-20378,Ultra Hair Dryer,Premium ultra hair dryer designed for maximum performance.,Beauty & Personal Care,Makeup,VND-008,908.13,485.15,USD,7.46,23,42,3.3,133,1,2022/11/11,2023-01-08T00:00:00,"beauty-personal-care,makeup,premium,trending,new-arrival",products.csv,2026-02-10T22:25:28.068809
PRD-000243,SKU-49013,Deluxe Food Processor,High-quality deluxe food processor perfect for everyday use.,Home & Kitchen,Cookware,VND-003,320.8,118.28,USD,22.96,40,40,1.1,3769,True,05-22-2023,2024-05-10T00:00:00,"home-kitchen,cookware,budget-friendly,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000244,SKU-90837,Essential Hair Dryer,Experience the best in beauty & personal care with our Essential Hair Dryer.,Beauty & Personal Care,Personal Hygiene,VND-008,367.11,122.78,USD,4.85,96,39,3.5,1213,false,2021/03/04,2021-11-01T00:00:00,"beauty-personal-care,personal-hygiene,bestseller,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000245,SKU-73576,Classic Kitchen Scale,Discover the ultimate classic kitchen scale for your needs.,Home & Kitchen,Storage,VND-003,476.76,219.25,USD,,322,42,3.2,4841,no,2022/06/03,2023-04-12T00:00:00,"home-kitchen,storage,budget-friendly,trending,new-arrival",products.csv,2026-02-10T22:25:28.068809
PRD-000246,SKU-82516,Deluxe Bluetooth Speaker,Discover the ultimate deluxe bluetooth speaker for your needs.,Electronics,Headphones,VND-001,72.87,46.74,USD,8.73,147,39,4.6,1074,0,08-19-2022,2023-01-16T00:00:00,"electronics,headphones,premium,trending,budget-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000247,SKU-47022,Ultra Biography,Our Ultra Biography combines style and functionality.,Books & Media,Non-Fiction,VND-006,693.78,217.01,USD,19.86,120,14,1.6,2766,1,2020-04-06,2020-11-12T00:00:00,"books-media,non-fiction,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000248,SKU-43793,Compact Running Shoes,High-quality compact running shoes perfect for everyday use.,Sports & Outdoors,Cycling,VND-004,993.72,625.49,USD,21.86,25,12,4.1,4155,False,2022/06/15,2022-08-07T00:00:00,"sports-outdoors,cycling,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000249,SKU-48289,Professional Smart Watch,Premium professional smart watch designed for maximum performance.,Electronics,Tablets,VND-002,711.07,416.74,USD,3.53,212,36,3.0,2954,0,14/01/2020,2020-12-01T00:00:00,"electronics,tablets,new-arrival,budget-friendly,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000250,SKU-64186,Compact Stuffed Animal,Experience the best in toys & games with our Compact Stuffed Animal.,Toys & Games,Action Figures,VND-007,918.83,607.35,USD,19.28,35,13,2.6,4258,true,2021/10/06,2022-03-06T00:00:00,"toys-games,action-figures,trending,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000251,SKU-43175,Essential Casual Sneakers,Our Essential Casual Sneakers combines style and functionality.,Clothing,Kids' Wear,VND-005,901.2,457.98,USD,15.65,176,44,3.1,2325,true,2024/05/19,2024-09-05T00:00:00,"clothing,kids'-wear,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000252,SKU-16626,Modern Sports Bra,Discover the ultimate modern sports bra for your needs.,Clothing,Women's Wear,VND-005,798.62,420.26,USD,1.59,181,50,2.8,4368,0,2024-03-29,2025-01-27T00:00:00,"clothing,women's-wear,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000253,SKU-59501,Smart Running Shorts,Premium smart running shorts designed for maximum performance.,Clothing,Accessories,VND-005,524.46,266.2,USD,2.54,41,35,3.7,2160,1,20/05/2022,2023-03-15T00:00:00,"clothing,accessories,premium,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000254,SKU-28919,Compact Makeup Brush Set,High-quality compact makeup brush set perfect for everyday use.,Beauty & Personal Care,Fragrances,VND-008,510.72,177.27,USD,11.89,189,29,3.3,3067,true,31-Aug-2020,2021-02-02T00:00:00,"beauty-personal-care,fragrances,trending,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000255,SKU-49998,Deluxe Cookware Set,Discover the ultimate deluxe cookware set for your needs.,Home & Kitchen,Bedding,VND-003,890.16,504.62,USD,21.77,289,19,1.6,2664,no,2021/11/22,2022-01-06T00:00:00,"home-kitchen,bedding,premium,eco-friendly,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000256,SKU-16005,Professional Remote Control Car,Discover the ultimate professional remote control car for your needs.,Toys & Games,Outdoor Toys,VND-007,958.49,575.31,USD,19.92,63,42,1.2,152,false,23/06/2020,2020-08-23T00:00:00,"toys-games,outdoor-toys,eco-friendly,new-arrival,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000257,SKU-85963,ESSENTIAL WORKOUT LEGGINGS,Our ESSENTIAL WORKOUT LEGGINGS combines style and functionality.,Clothing,Women's Wear,VND-005,449.78,160.85,USD,,223,26,4.9,734,1,19-Feb-2020,2020-05-07T00:00:00,"clothing,women's-wear,trending,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000258,SKU-33784,Advanced Coffee Maker,Discover the ultimate advanced coffee maker for your needs.,Home & Kitchen,Bedding,VND-003,36.89,15.76,USD,9.45,103,45,2.5,3334,True,07-May-2023,2023-06-09T00:00:00,"home-kitchen,bedding,bestseller,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000259,SKU-86830,Ultra Running Shoes,Premium ultra running shoes designed for maximum performance.,Sports & Outdoors,Team Sports,VND-004,678.34,464.29,USD,21.17,72,49,3.2,2369,no,10/12/2020,2021-11-09T00:00:00,"sports-outdoors,team-sports,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000260,SKU-99128,Smart Webcam HD,Premium smart webcam hd designed for maximum performance.,Electronics,Tablets,VND-001,386.34,214.06,USD,13.4,357,38,3.0,2236,0,13-Oct-2020,2021-02-15T00:00:00,"electronics,tablets,sale,budget-friendly,new-arrival",products.csv,2026-02-10T22:25:28.068809
PRD-000261,SKU-27527,Premium Lipstick Collection,Premium premium lipstick collection designed for maximum performance.,Beauty & Personal Care,Skincare,VND-008,-649.97,,USD,17.61,403,32,2.4,3168,0,2023-08-26,2023-11-24T00:00:00,"beauty-personal-care,skincare,bestseller,budget-friendly,trending",products.csv,2026-02-10T22:25:28.068809
PRD-000262,SKU-48289,Advanced Biography,Discover the ultimate advanced biography for your needs.,Books & Media,Entertainment,VND-006,29.57,10.18,USD,7.65,252,27,1.8,4662,yes,03-16-2020,2020-11-27T00:00:00,"books-media,entertainment,new-arrival,eco-friendly",products.csv,2026-02-10T22:25:28.068809
PRD-000263,SKU-18526,Compact Running Shoes,High-quality compact running shoes perfect for everyday use.,Sports & Outdoors,Fitness Equipment,VND-004,136.15,55.77,USD,24.8,129,43,2.3,3822,yes,2022-07-18,2023-03-28T00:00:00,"sports-outdoors,fitness-equipment,eco-friendly,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000264,SKU-79784,Professional Swimming Goggles,High-quality professional swimming goggles perfect for everyday use. - Special: über,Sports & Outdoors,Team Sports,VND-004,-454.36,,USD,5.72,469,26,4.2,2024,0,12-02-2020,2021-01-26T00:00:00,"sports-outdoors,team-sports,new-arrival,sale",products.csv,2026-02-10T22:25:28.068809
PRD-000265,SKU-19556,Deluxe Monitor Stand,Premium deluxe monitor stand designed for maximum performance.,Electronics,Cameras,VND-001,777.98,444.25,USD,22.93,355,45,3.4,427,False,2020-09-18,2021-02-15T00:00:00,"electronics,cameras,trending,bestseller",products.csv,2026-02-10T22:25:28.068809
PRD-000266,SKU-91789,Smart Outdoor Play Set,Discover the ultimate smart outdoor play set for your needs.,Toys & Games,Puzzles,VND-007,20.49,7.18,USD,,264,42,3.4,2099,0,2021-01-29,2021-07-29T00:00:00,"toys-games,puzzles,trending,premium",products.csv,2026-02-10T22:25:28.068809
PRD-000267,SKU-15776,Advanced Hair Dryer,Experience the best in beauty & personal care with our Advanced Hair Dryer.,Beauty & Personal Care,Haircare,VND-008,69.88,32.76,USD,3.73,149,22,3.0,1641,True,17-Jan-2020,2020-12-09T00:00:00,"beauty-personal-care,haircare,budget-friendly",products.csv,2026-02-10T22:25:28.068809
